Date : 2025-04-19 10:10:01
Directory : c:\.projects\flutter\mental_health_flutter
Total : 109 files,  17213 codes, 732 comments, 463 blanks, all 18408 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| lib (Files)                                                                                                                       |          4 |        378 |         98 |         24 |        500 |
| lib\core                                                                                                                          |          4 |        148 |          8 |         18 |        174 |
| lib\features                                                                                                                      |         50 |      2,687 |        273 |        271 |      3,231 |
| lib\features\presentation                                                                                                         |         50 |      2,687 |        273 |        271 |      3,231 |
| lib\features\presentation\auth_screens                                                                                            |          5 |        596 |         36 |         32 |        664 |
| lib\features\presentation\auth_screens\cubit                                                                                      |          2 |         75 |         19 |         18 |        112 |
| lib\features\presentation\auth_screens\pages                                                                                      |          2 |        508 |         17 |         12 |        537 |
| lib\features\presentation\auth_screens\widgets                                                                                    |          1 |         13 |          0 |          2 |         15 |
| lib\features\presentation\get_doctor                                                                                              |         11 |        447 |         41 |         46 |        534 |
| lib\features\presentation\get_doctor\bloc                                                                                         |          3 |         32 |          1 |         12 |         45 |
| lib\features\presentation\get_doctor\data                                                                                         |          3 |         74 |          6 |         14 |         94 |
| lib\features\presentation\get_doctor\data\datasource                                                                              |          1 |         21 |          5 |          6 |         32 |
| lib\features\presentation\get_doctor\data\model                                                                                   |          1 |         41 |          1 |          4 |         46 |
| lib\features\presentation\get_doctor\data\repository                                                                              |          1 |         12 |          0 |          4 |         16 |
| lib\features\presentation\get_doctor\domain                                                                                       |          3 |         37 |          5 |          8 |         50 |
| lib\features\presentation\get_doctor\domain\entities                                                                              |          1 |         24 |          0 |          2 |         26 |
| lib\features\presentation\get_doctor\domain\repository                                                                            |          1 |          4 |          1 |          1 |          6 |
| lib\features\presentation\get_doctor\domain\usecases                                                                              |          1 |          9 |          4 |          5 |         18 |
| lib\features\presentation\get_doctor\page                                                                                         |          1 |        100 |         19 |          3 |        122 |
| lib\features\presentation\get_doctor\widget                                                                                       |          1 |        204 |         10 |          9 |        223 |
| lib\features\presentation\meditation                                                                                              |         23 |      1,134 |        116 |        138 |      1,388 |
| lib\features\presentation\meditation\bloc                                                                                         |          6 |         74 |          5 |         29 |        108 |
| lib\features\presentation\meditation\bloc\daily_quotes                                                                            |          3 |         33 |          0 |         12 |         45 |
| lib\features\presentation\meditation\bloc\mode_message                                                                            |          3 |         41 |          5 |         17 |         63 |
| lib\features\presentation\meditation\data                                                                                         |          6 |        202 |         39 |         48 |        289 |
| lib\features\presentation\meditation\data\chart_mode                                                                              |          1 |         69 |         18 |         12 |         99 |
| lib\features\presentation\meditation\data\datasource                                                                              |          1 |         35 |          0 |          7 |         42 |
| lib\features\presentation\meditation\data\model                                                                                   |          3 |         82 |         21 |         24 |        127 |
| lib\features\presentation\meditation\data\repository                                                                              |          1 |         16 |          0 |          5 |         21 |
| lib\features\presentation\meditation\domain                                                                                       |          5 |         38 |          1 |         11 |         50 |
| lib\features\presentation\meditation\domain\entities                                                                              |          2 |         14 |          0 |          3 |         17 |
| lib\features\presentation\meditation\domain\repository                                                                            |          1 |          6 |          0 |          1 |          7 |
| lib\features\presentation\meditation\domain\usecase                                                                               |          2 |         18 |          1 |          7 |         26 |
| lib\features\presentation\meditation\page                                                                                         |          1 |        321 |         45 |         13 |        379 |
| lib\features\presentation\meditation\widgets                                                                                      |          5 |        499 |         26 |         37 |        562 |
| lib\features\presentation\music                                                                                                   |         11 |        510 |         80 |         55 |        645 |
| lib\features\presentation\music\bloc                                                                                              |          3 |         32 |          1 |         13 |         46 |
| lib\features\presentation\music\data                                                                                              |          3 |         64 |          6 |         14 |         84 |
| lib\features\presentation\music\data\datasource                                                                                   |          1 |         21 |          5 |          7 |         33 |
| lib\features\presentation\music\data\model                                                                                        |          1 |         31 |          1 |          3 |         35 |
| lib\features\presentation\music\data\repository                                                                                   |          1 |         12 |          0 |          4 |         16 |
| lib\features\presentation\music\domain                                                                                            |          3 |         31 |          4 |          7 |         42 |
| lib\features\presentation\music\domain\entities                                                                                   |          1 |         18 |          1 |          2 |         21 |
| lib\features\presentation\music\domain\repository                                                                                 |          1 |          4 |          1 |          1 |          6 |
| lib\features\presentation\music\domain\usecases                                                                                   |          1 |          9 |          2 |          4 |         15 |
| lib\features\presentation\music\page                                                                                              |          1 |        134 |          3 |          5 |        142 |
| lib\features\presentation\music\widgets                                                                                           |          1 |        249 |         66 |         16 |        331 |
| lib\generated                                                                                                                     |          1 |         26 |          1 |          3 |         30 |
| lib\presentation                                                                                                                  |         11 |        680 |        148 |         46 |        874 |
| lib\presentation (Files)                                                                                                          |          6 |        527 |        116 |         27 |        670 |
| lib\presentation\bottom_nav_bar                                                                                                   |          4 |         40 |          7 |         11 |         58 |
| lib\presentation\bottom_nav_bar\bloc                                                                                              |          3 |         20 |          3 |          6 |         29 |
| lib\presentation\bottom_nav_bar\widget                                                                                            |          1 |         20 |          4 |          5 |         29 |
| lib\presentation\home_screen                                                                                                      |          1 |        113 |         25 |          8 |        146 |
| lib\translations                                                                                                                  |          2 |        170 |          3 |         10 |        183 |
| test                                                                                                                              |          1 |         14 |         10 |          7 |         31 |
+-----------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-----------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                                                          | language   | code       | comment    | blank      | total      |
+-----------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| c:\.projects\flutter\mental_health_flutter\README.md                                                                              | Markdown   |         22 |          0 |          8 |         30 |
| c:\.projects\flutter\mental_health_flutter\analysis_options.yaml                                                                  | YAML       |          7 |         22 |          4 |         33 |
| c:\.projects\flutter\mental_health_flutter\android\app\build.gradle                                                               | Gradle     |         51 |         14 |         10 |         75 |
| c:\.projects\flutter\mental_health_flutter\android\app\google-services.json                                                       | JSON       |         29 |          0 |          0 |         29 |
| c:\.projects\flutter\mental_health_flutter\android\app\lint-baseline.xml                                                          | XML        |          9 |          0 |          3 |         12 |
| c:\.projects\flutter\mental_health_flutter\android\app\src\debug\AndroidManifest.xml                                              | XML        |          3 |          4 |          1 |          8 |
| c:\.projects\flutter\mental_health_flutter\android\app\src\main\AndroidManifest.xml                                               | XML        |         56 |         17 |          4 |         77 |
| c:\.projects\flutter\mental_health_flutter\android\app\src\main\res\drawable-v21\launch_background.xml                            | XML        |         12 |          0 |          1 |         13 |
| c:\.projects\flutter\mental_health_flutter\android\app\src\main\res\drawable\launch_background.xml                                | XML        |         12 |          0 |          1 |         13 |
| c:\.projects\flutter\mental_health_flutter\android\app\src\main\res\values-night-v31\styles.xml                                   | XML        |         12 |          7 |          1 |         20 |
| c:\.projects\flutter\mental_health_flutter\android\app\src\main\res\values-night\styles.xml                                       | XML        |         13 |          9 |          1 |         23 |
| c:\.projects\flutter\mental_health_flutter\android\app\src\main\res\values-v31\styles.xml                                         | XML        |         12 |          7 |          1 |         20 |
| c:\.projects\flutter\mental_health_flutter\android\app\src\main\res\values\styles.xml                                             | XML        |         13 |          9 |          1 |         23 |
| c:\.projects\flutter\mental_health_flutter\android\app\src\profile\AndroidManifest.xml                                            | XML        |          3 |          4 |          1 |          8 |
| c:\.projects\flutter\mental_health_flutter\android\build.gradle                                                                   | Gradle     |         16 |          0 |          3 |         19 |
| c:\.projects\flutter\mental_health_flutter\android\gradle.properties                                                              | Properties |          3 |          0 |          1 |          4 |
| c:\.projects\flutter\mental_health_flutter\android\gradle\wrapper\gradle-wrapper.properties                                       | Properties |          5 |          0 |          1 |          6 |
| c:\.projects\flutter\mental_health_flutter\android\settings.gradle                                                                | Gradle     |         22 |          2 |          5 |         29 |
| c:\.projects\flutter\mental_health_flutter\assets\animation\coming_soon.json                                                      | JSON       |     12,323 |          0 |          0 |     12,323 |
| c:\.projects\flutter\mental_health_flutter\assets\images\google_gemini_icon.svg                                                   | XML        |          1 |          0 |          0 |          1 |
| c:\.projects\flutter\mental_health_flutter\assets\translations\ar.json                                                            | JSON       |         56 |          0 |          3 |         59 |
| c:\.projects\flutter\mental_health_flutter\assets\translations\en.json                                                            | JSON       |         56 |          0 |          1 |         57 |
| c:\.projects\flutter\mental_health_flutter\devtools_options.yaml                                                                  | YAML       |          3 |          0 |          1 |          4 |
| c:\.projects\flutter\mental_health_flutter\firebase.json                                                                          | JSON       |         22 |          0 |          1 |         23 |
| c:\.projects\flutter\mental_health_flutter\ios\RunnerTests\RunnerTests.swift                                                      | Swift      |          7 |          2 |          4 |         13 |
| c:\.projects\flutter\mental_health_flutter\ios\Runner\AppDelegate.swift                                                           | Swift      |         12 |          0 |          2 |         14 |
| c:\.projects\flutter\mental_health_flutter\ios\Runner\Assets.xcassets\AppIcon.appiconset\AppIcon.appiconset\Contents.json         | JSON       |          1 |          0 |          0 |          1 |
| c:\.projects\flutter\mental_health_flutter\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                            | JSON       |        122 |          0 |          1 |        123 |
| c:\.projects\flutter\mental_health_flutter\ios\Runner\Assets.xcassets\BrandingImage.imageset\Contents.json                        | JSON       |         23 |          0 |          1 |         24 |
| c:\.projects\flutter\mental_health_flutter\ios\Runner\Assets.xcassets\LaunchBackground.imageset\Contents.json                     | JSON       |         21 |          0 |          1 |         22 |
| c:\.projects\flutter\mental_health_flutter\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json                          | JSON       |         23 |          0 |          1 |         24 |
| c:\.projects\flutter\mental_health_flutter\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md                              | Markdown   |          3 |          0 |          2 |          5 |
| c:\.projects\flutter\mental_health_flutter\ios\Runner\Base.lproj\LaunchScreen.storyboard                                          | XML        |         47 |          1 |          1 |         49 |
| c:\.projects\flutter\mental_health_flutter\ios\Runner\Base.lproj\Main.storyboard                                                  | XML        |         25 |          1 |          1 |         27 |
| c:\.projects\flutter\mental_health_flutter\ios\Runner\Runner-Bridging-Header.h                                                    | C++        |          1 |          0 |          1 |          2 |
| c:\.projects\flutter\mental_health_flutter\lib\core\ads_helper.dart                                                               | Dart       |         12 |          0 |          2 |         14 |
| c:\.projects\flutter\mental_health_flutter\lib\core\notification_handler.dart                                                     | Dart       |         52 |          6 |         10 |         68 |
| c:\.projects\flutter\mental_health_flutter\lib\core\routes.dart                                                                   | Dart       |         13 |          1 |          1 |         15 |
| c:\.projects\flutter\mental_health_flutter\lib\core\theme.dart                                                                    | Dart       |         71 |          1 |          5 |         77 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\auth_screens\cubit\auth_cubit.dart                           | Dart       |         64 |         19 |          9 |         92 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\auth_screens\cubit\auth_state.dart                           | Dart       |         11 |          0 |          9 |         20 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\auth_screens\pages\login_page.dart                           | Dart       |        234 |          7 |          5 |        246 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\auth_screens\pages\logup_page.dart                           | Dart       |        274 |         10 |          7 |        291 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\auth_screens\widgets\widgets.dart                            | Dart       |         13 |          0 |          2 |         15 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\bloc\doctor_bloc.dart                             | Dart       |         18 |          0 |          3 |         21 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\bloc\doctor_event.dart                            | Dart       |          2 |          0 |          2 |          4 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\bloc\doctor_state.dart                            | Dart       |         12 |          1 |          7 |         20 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\data\datasource\doctor_remote_datasource.dart     | Dart       |         21 |          5 |          6 |         32 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\data\model\doctor_model.dart                      | Dart       |         41 |          1 |          4 |         46 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\data\repository\doctor_repository_impl.dart       | Dart       |         12 |          0 |          4 |         16 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\domain\entities\doctor.dart                       | Dart       |         24 |          0 |          2 |         26 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\domain\repository\doctor_repository.dart          | Dart       |          4 |          1 |          1 |          6 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\domain\usecases\get_all_doctor.dart               | Dart       |          9 |          4 |          5 |         18 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\page\get_doctor.dart                              | Dart       |        100 |         19 |          3 |        122 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\get_doctor\widget\get_doctor_bottom_sheet.dart               | Dart       |        204 |         10 |          9 |        223 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\bloc\daily_quotes\daily_quotes_bloc.dart          | Dart       |         19 |          0 |          3 |         22 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\bloc\daily_quotes\daily_quotes_event.dart         | Dart       |          2 |          0 |          2 |          4 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\bloc\daily_quotes\daily_quotes_state.dart         | Dart       |         12 |          0 |          7 |         19 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\bloc\mode_message\mode_message_bloc.dart          | Dart       |         21 |          0 |          4 |         25 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\bloc\mode_message\mode_message_event.dart         | Dart       |          6 |          1 |          3 |         10 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\bloc\mode_message\mode_message_state.dart         | Dart       |         14 |          4 |         10 |         28 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\data\chart_mode\data_helper.dart                  | Dart       |         69 |         18 |         12 |         99 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\data\datasource\meditation_remote_datasource.dart | Dart       |         35 |          0 |          7 |         42 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\data\model\chart_mode_data_model.dart             | Dart       |         53 |         11 |         16 |         80 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\data\model\daily_quote_model.dart                 | Dart       |         20 |          9 |          5 |         34 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\data\model\mood_message_model.dart                | Dart       |          9 |          1 |          3 |         13 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\data\repository\meditation_repository_impl.dart   | Dart       |         16 |          0 |          5 |         21 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\domain\entities\daily_quotes.dart                 | Dart       |         10 |          0 |          2 |         12 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\domain\entities\mood_message.dart                 | Dart       |          4 |          0 |          1 |          5 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\domain\repository\meditation_repository.dart      | Dart       |          6 |          0 |          1 |          7 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\domain\usecase\get_daily_quote.dart               | Dart       |          9 |          0 |          4 |         13 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\domain\usecase\get_mood_message.dart              | Dart       |          9 |          1 |          3 |         13 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\page\meditation_screen.dart                       | Dart       |        321 |         45 |         13 |        379 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\widgets\chart_widget.dart                         | Dart       |        120 |          3 |         12 |        135 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\widgets\custom_mood_bottomsheet.dart              | Dart       |        105 |          8 |         12 |        125 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\widgets\drawer_widget.dart                        | Dart       |        141 |          7 |          4 |        152 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\widgets\feeling_button.dart                       | Dart       |         46 |          3 |          4 |         53 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\meditation\widgets\task_card.dart                            | Dart       |         87 |          5 |          5 |         97 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\bloc\song_bloc.dart                                    | Dart       |         18 |          0 |          3 |         21 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\bloc\song_event.dart                                   | Dart       |          2 |          0 |          2 |          4 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\bloc\song_state.dart                                   | Dart       |         12 |          1 |          8 |         21 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\data\datasource\song_remote_datasource.dart            | Dart       |         21 |          5 |          7 |         33 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\data\model\song_model.dart                             | Dart       |         31 |          1 |          3 |         35 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\data\repository\song_repository_impl.dart              | Dart       |         12 |          0 |          4 |         16 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\domain\entities\song.dart                              | Dart       |         18 |          1 |          2 |         21 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\domain\repository\song_repository.dart                 | Dart       |          4 |          1 |          1 |          6 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\domain\usecases\get_all_songs.dart                     | Dart       |          9 |          2 |          4 |         15 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\page\playlist_screen.dart                              | Dart       |        134 |          3 |          5 |        142 |
| c:\.projects\flutter\mental_health_flutter\lib\features\presentation\music\widgets\songs_bottom_sheet.dart                        | Dart       |        249 |         66 |         16 |        331 |
| c:\.projects\flutter\mental_health_flutter\lib\firebase_options.dart                                                              | Dart       |         53 |         12 |          4 |         69 |
| c:\.projects\flutter\mental_health_flutter\lib\generated\assets.dart                                                              | Dart       |         26 |          1 |          3 |         30 |
| c:\.projects\flutter\mental_health_flutter\lib\injection_container.dart                                                           | Dart       |         43 |          5 |          7 |         55 |
| c:\.projects\flutter\mental_health_flutter\lib\main.dart                                                                          | Dart       |        259 |         81 |          8 |        348 |
| c:\.projects\flutter\mental_health_flutter\lib\observer.dart                                                                      | Dart       |         23 |          0 |          5 |         28 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\404page.dart                                                          | Dart       |         18 |          0 |          3 |         21 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\about_developer.dart                                                  | Dart       |        205 |          4 |          6 |        215 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\auth.dart                                                             | Dart       |         22 |         52 |          4 |         78 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\bottom_nav_bar\bloc\navigation_bloc.dart                              | Dart       |         10 |          3 |          2 |         15 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\bottom_nav_bar\bloc\navigation_events.dart                            | Dart       |          5 |          0 |          2 |          7 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\bottom_nav_bar\bloc\navigation_states.dart                            | Dart       |          5 |          0 |          2 |          7 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\bottom_nav_bar\widget\bottom_nav_bar.dart                             | Dart       |         20 |          4 |          5 |         29 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\home_screen\home_screen.dart                                          | Dart       |        113 |         25 |          8 |        146 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\onboarding.dart                                                       | Dart       |          0 |         58 |          3 |         61 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\support_developer.dart                                                | Dart       |         66 |          0 |          3 |         69 |
| c:\.projects\flutter\mental_health_flutter\lib\presentation\tech_used.dart                                                        | Dart       |        216 |          2 |          8 |        226 |
| c:\.projects\flutter\mental_health_flutter\lib\translations\codegen_loader.g.dart                                                 | Dart       |        122 |          2 |          7 |        131 |
| c:\.projects\flutter\mental_health_flutter\lib\translations\locale_keys.dart                                                      | Dart       |         48 |          1 |          3 |         52 |
| c:\.projects\flutter\mental_health_flutter\pubspec.yaml                                                                           | YAML       |         64 |         92 |         16 |        172 |
| c:\.projects\flutter\mental_health_flutter\test\widget_test.dart                                                                  | Dart       |         14 |         10 |          7 |         31 |
| Total                                                                                                                             |            |     17,213 |        732 |        463 |     18,408 |
+-----------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
